year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,374,,-111,-303,-134.4,0
2022,3,12,,False,990,-88,-84,-88,-38.1,0
2023,3,12,,False,1833,-166,-166,-121,-45.3,0
2023,6,3,,False,557,20,19,25,9.2,
2023,9,3,,False,565,-5,-2,12,4.5,
2023,12,3,,False,647,58,58,48,17.6,
2024,3,3,,False,605,14,14,24,8.8,
2024,3,12,,False,2374,87,89,109,40.2,0
2024,6,3,24/08/14,False,617,26,24,21,7.8,
2024,9,3,24/11/14,False,580,-9,-10,4,1.4,
2024,12,3,25/02/14,False,899,14,1,-8,-2.8,
2025,3,3,25/05/14,False,890,57,80,95,32.8,
2025,3,12,24/06/19,True,2841,320,319,269,90.6,0
2025,3,12,24/11/14,True,3070,125,131,155,52.2,0
2025,3,12,25/05/14,False,2986,88,95,112,38.7,0
2025,6,3,25/08/14,False,778,-161,-167,-115,-38.8,
2026,3,12,25/05/14,True,3887,,,,,0
