year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,3,12,,False,462,,177,162,162.9,0
2021,3,12,,False,691,,-298,-299,-299.7,0
2022,3,12,,False,972,-91,-93,-65,-65.9,0
2023,3,12,,False,1517,73,64,41,41.4,0
2023,6,3,,False,410,-47,-48,-33,-32.9,
2023,9,3,,False,699,195,193,127,125.5,
2023,12,3,,False,439,32,28,17,16.4,
2024,3,3,24/05/14,False,534,92,80,30,27.8,
2024,3,12,24/03/22,True,2112,270,263,169,121.0,0
2024,3,12,24/05/14,False,2082,272,253,141,130.5,0
2024,6,3,24/08/09,False,527,-81,-81,-57,-40.2,
2024,9,3,24/11/14,False,765,107,106,75,27.1,
2024,12,3,25/02/14,False,519,-23,-25,-18,-6.3,
2025,3,3,25/05/15,False,589,59,58,-184,-63.7,
2025,3,12,24/05/14,True,2880,240,234,148,102.1,0
2025,3,12,24/11/14,True,2388,8,3,1,0.4,0
2025,3,12,25/05/15,False,2400,62,58,-184,-63.7,0
2025,6,3,25/08/12,False,635,-43,-41,-70,-24.3,
2026,3,12,25/05/15,True,2818,85,79,93,32.0,0
