year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,8,12,,False,536,,207,52,39.0,0
2021,8,12,,False,614,,185,90,50.2,0
2022,8,12,,False,3293,290,311,202,74.9,0
2023,8,12,,False,3736,386,396,279,103.0,0
2023,11,3,,False,1119,149,149,96,35.4,
2024,2,3,,False,1031,160,165,106,39.2,
2024,5,3,,False,1166,166,173,114,42.0,
2024,8,3,24/10/15,False,1106,127,124,101,37.3,
2024,8,12,24/09/26,True,4377,561,566,362,113.8,0
2024,8,12,24/10/15,False,4422,602,611,417,153.9,0
2024,11,3,25/01/10,False,1094,158,147,97,31.4,
2025,2,3,25/04/11,False,1350,222,246,158,49.5,
2025,5,3,25/07/15,False,1207,197,209,136,42.0,
2025,8,3,25/10/15,False,1435,197,268,209,64.1,
2025,8,12,24/10/15,True,5030,675,741,459,145.3,0
2025,8,12,25/10/15,False,5086,774,870,600,183.9,0
2025,11,3,26/01/14,False,1097,99,122,77,23.1,
2026,8,12,25/10/15,True,5608,801,828,516,154.9,0
